"Mission.CEOS.ID";"Short.Name";"Full.Name";"Mission.agencies";"Launch.year";"Orbit";"Instrument.CEOS.ID";"Resolution";"Swath";"Short.name";"Full.name";"Technology";"Instrument.agencies"
"904";"THEOS-2 Main VHR Satellite";"Thailand Earth Observation System 2: Main VHR Satelliteaka THEOS-2 (T2V)";"GISTDA";"09 Oct 2023";"Sun-synchronous";1852;"2.0m[Best Resolution: 2m]";"10.3km[Max Swath: 10 km]";"NAOMI (MS)";"New Astrosat Optical Modular Imager (MS)";"High resolution optical imager";"GISTDA"
"905";"CAS500-2";"Compact Advanced Satellite 500 -2";"KAI, KARI, NGII";"Jun 2025";"Sun-synchronous";1990;"1m[Best Resolution: 1m]";"";"High Resolution Optical Sensor (CAS500-2)";"High Resolution Optical Sensor (CAS500-2)";"High resolution optical imager";"KAI, KARI, NGII"
"906";"WildFireSat";"WildFireSataka WFS";"CSA, ECCC, NRCAN";"2028";"Sun-synchronous";1853;"400 m (TIR, MWIR), and 200 m (NIR, VIS) at the geodetic sub-satellite point.[Best Resolution: 400m]";"400 km[Max Swath: 1200 km]";"CWFMS";"Canadian Wildland Fire Monitoring Sensor";"Multi-purpose imaging Vis/IR radiometer";"CSA, NRCAN, ECCC"
"917";"GOMX4";"GomSpace Express-4: GOMX-4A and GOMX-4B (Ulloriaq)";"ESA, ESA, NSO, NSO";"02 Feb 2018";"Sun-synchronous";1890;"Swath = 200 km, GSD = 70 m[Best Resolution: 70m]";"200 km[Max Swath: 200 km]";"HyperScout";"Hyperspectral VNIR  imager";"";"ESA, NSO"
"920";"Sentinel-2 D";"Sentinel-2 Daka S2D";"ESA, COM";"Sep 2028";"Sun-synchronous";940;"10 m for 4 bands in VNIR, 60 m for 3 dedicated atmospheric correction bands, 20 m for remaining bands for S-2. 5m spatial resolution for S2NG[Best Resolution: 10m]";"290 km[Max Swath: 290 km]";"MSI (Sentinel-2)";"Multi-Spectral Instrument (Sentinel-2)";"High resolution optical imager";"ESA, COM"
"921";"Sentinel-3 D";"Sentinel-3 Daka S3D";"ESA, COM, EUMETSAT";"Dec 2028";"Sun-synchronous";896;"300 m[Best Resolution: 300m]";"1270 km, across-track tilt 12.2 deg to the West[Max Swath: 1270 km]";"OLCI";"Ocean and Land Colour Imager";"Medium-resolution spectro-radiometer";"ESA, COM"
"922";"KOMPSAT-7A";"Korea Multi-Purpose Satellite -7Aaka Arirang-7A";"KARI, KAI";"Nov 2025";"Sun-synchronous";1900;"Pan:0.5 m, VNIR: 2m[Best Resolution: 0.5m]";"15 km[Max Swath: 15 km]";"AEISS-HR-A";"Advanced Electronic Image Scanning System-High Resolution-A";"High resolution optical imager";"KARI"
"946";"FY-3RM-2";"FY-3 Rainfall Mission 2aka FY-3I";"NSMC-CMA";"2025";"";1759;"";"";"MERSI-S";"Improved Medium Resolution Spectral Imager - Simplified";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"947";"HJ-2A";"Huan Jing-2A";"CRESDA, CAST";"27 Sep 2020";"Sun-synchronous";1909;"100 m[Best Resolution: 100m]";"50 km[Max Swath: 50 km]";"HSI-2 (HJ-2A)";"Hyper Spectrum Imager 2";"Multi-purpose imaging Vis/IR radiometer";"CAST"
"948";"HJ-2B";"Huan Jing-2B";"CRESDA, CAST";"27 Sep 2020";"Sun-synchronous";1909;"100 m[Best Resolution: 100m]";"50 km[Max Swath: 50 km]";"HSI-2 (HJ-2A)";"Hyper Spectrum Imager 2";"Multi-purpose imaging Vis/IR radiometer";"CAST"
"950";"ZY-3-03";"Zi Yuan 3 Number 3";"CRESDA";"25 Jul 2020";"Sun-synchronous";1774;"6 m[Best Resolution: 6m]";"50 km[Max Swath: 50 km]";"MUX (ZY-3-02)";"Multispectral CCD Camera";"High resolution optical imager";"CRESDA"
"966";"CSG-3";"COSMO-SkyMed Second Generation - 3";"ASI, MoD (Italy)";"Dec 2025";"Sun-synchronous";1519;"[range x azimuth]
Spotlight: 0.5x0.35 or 0.63x0.63 m (Single/Dual pol), 
Stripmap: 3x3 m (Single/Dual/Quad pol), ScanSAR: 4x20 or 6x40 m (Single/Dual pol)[Best Resolution: 0.35m]";"'Dual polarisation modes: Spotlight [range x azimuth]: 7.3x3.1 or 10x10 km, Stripmap: 40 km, ScanSAR: 100 or 200 km.
Quad polarisation mode: 15 km.[Max Swath: 200 km]";"CSG SAR";"COSMO-SkyMed di Seconda Generazione SAR";"Imaging radar (SAR)";"ASI, MoD (Italy)"
"967";"CSG-4";"COSMO-SkyMed Second Generation - 4";"ASI, MoD (Italy)";"Dec 2026";"Sun-synchronous";1519;"[range x azimuth]
Spotlight: 0.5x0.35 or 0.63x0.63 m (Single/Dual pol), 
Stripmap: 3x3 m (Single/Dual/Quad pol), ScanSAR: 4x20 or 6x40 m (Single/Dual pol)[Best Resolution: 0.35m]";"'Dual polarisation modes: Spotlight [range x azimuth]: 7.3x3.1 or 10x10 km, Stripmap: 40 km, ScanSAR: 100 or 200 km.
Quad polarisation mode: 15 km.[Max Swath: 200 km]";"CSG SAR";"COSMO-SkyMed di Seconda Generazione SAR";"Imaging radar (SAR)";"ASI, MoD (Italy)"
"970";"DoT-1";"Demonstration of Technology-1";"UKSA";"05 Jul 2019";"Sun-synchronous";2097;"25 km for diffuse scattering, [Best Resolution: 500m]";"Tracks sampled up to approx 700 km apart, wider possible with different antenna, more channels[Max Swath: 700 km]";"SGR-ReSI-CDHS";"Space GNSS Receiver - Remote Sensing Instrument, CoreDHS avionics";"GNSS receiver";"UKSA, ESA"
"979";"FY-3J";"FY-3J Polar-orbiting Meteorological Satellite";"NSMC-CMA, NRSCC";"2026";"Sun-synchronous";1947;"";"";"MERSI-LL";"Medium Resolution Spectral Imager - Low-Light";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, NSMC-CMA, CNSA"
"";"";"";"";"";"";671;"";"";"MVIRS";"Moderate Resolution Visible and Infrared Imaging Spectroradiometer";"Multi-purpose imaging Vis/IR radiometer";"NRSCC, CAST, CNSA"
"984";"HydroGNSS";"HydroGNSS-A and -Baka Scout-2";"ESA, UKSA";"Oct 2025";"Sun-synchronous";1939;"25 km for diffuse scattering, [Best Resolution: 500m]";"Tracks sampled up to approx 700 km apart, wider possible with different antenna, more channels[Max Swath: 700 km]";"SGR-ReSI-Z";"Space GNSS Receiver - Remote Sensing Instrument (Zynq based)aka DDMR (Delay Doppler Mapping Re, GNSS Reflectometer";"GNSS receiver";"UKSA, ESA"
"1014";"CAS500-4";"Compact Advanced Satellite 500 -4";"KAI, KARI";"Jun 2025";"Sun-synchronous";1991;"5m";"120km";"Compact Advanced Payload Wide Swath (CAS500-4)";"Compact Advanced Payload Wide Swath (CAS500-4)";"High resolution optical imager";"KARI"
"1016";"Landsat Next";"Landsat Nextaka Landsat-Next, LNext";"NASA, USGS";"2031";"Sun-synchronous";1995;"VNIR and SWIR (broad bands): 10 m; VNIR and SWIR (narrow bands): 20 m; Atmospheric and TIR: 60 m[Best Resolution: 10m]";"164 km
[Max Swath: 164 km]";"LandIS";"Landsat Next Instrument Suite";"High resolution optical imager";"NASA, USGS"
"1029";"Sich 2-30";"Sich 2-30";"NSAU";"13 Jan 2022";"Inclined, non-sun-synchronous";794;"8.2 m[Best Resolution: 8.2m]";"46.6 km pointable ±35° from nadir[Max Swath: 46 km]";"MBEI";"Multi-Band Earth Imager";"High resolution optical imager";"NSAU"
"";"";"";"";"";"";795;"41.4 m[Best Resolution: 41.4m]";"55.3 km pointable ±35° from nadir[Max Swath: 55 km]";"MIRS";"Middle IR Scanner";"Multi-purpose imaging Vis/IR radiometer";"NSAU"
"1034";"Sentinel ROSE-L B";"Radar Observing System for Europe in L-band Aaka ROSE-L B";"ESA, COM";"Sep 2031";"Sun-synchronous";2032;"50m2 (dual-pol)[Best Resolution: 5m]";"260km";"L-band SAR";"L-band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA, COM"
"1036";"Sentinel ROSE-L A";"Radar Observing System for Europe in L-band Aaka ROSE-L A";"ESA, COM";"Sep 2029";"Sun-synchronous";2032;"50m2 (dual-pol)[Best Resolution: 5m]";"260km";"L-band SAR";"L-band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA, COM"
"1283";"PLT-2";"PLATiNO-2";"ASI, NASA";"Feb 2026";"Sun-synchronous";2039;"40m cross track, 60m along track[Best Resolution: 40m]";"170 km strip length[Max Swath: 170 km]";"PLATiNO TIR";"PLATiNO TIR";"Narrow-band channel IR radiometer";"SITAEL, ASI"
"1384";"MOLI-on-ISS";"Multi-footprint Observation Lidar and Imager on ISSaka MOLI";"JAXA";"Jun 2027";"Inclined, non-sun-synchronous";2051;"5 m[Best Resolution: 5m]";"1 km[Max Swath: 1 km]";"MOLI Imager";"MOLI Imager";"High resolution optical imager";"JAXA"
"";"";"";"";"";"";2052;"";"Diameter of footprint: 25m, 50m between footprints";"MOLI Lidar";"MOLI Lidar";"Lidar altimeter";"JAXA"
"1404";"PRISMA2GEN";"PRecursore IperSpettrale della Missione Applicativa Second Generationaka PSG";"ASI";"Dec 2029";"Sun-synchronous";2061;"30 m STRIP, 10 m SPOT[Best Resolution: 10m]";"30 km[Max Swath: 30 km]";"HYC2";"HYperspectral Camera 2";"Medium-resolution IR spectrometer";"ASI, NASA"
"";"";"";"";"";"";832;"5 m[Best Resolution: 5m]";"30 km[Max Swath: 30 km]";"PAN CAMERA";"Panchromatic Camera";"High resolution optical imager";"ASI"
"1464";"S1NG-A";"Sentinel-1 Next Generation A";"ESA, COM";"2032";"";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
"1465";"S1NG-B";"Sentinel-1 Next Generation B";"ESA, COM";"2034";"";939;"Strip mode: 9 m, Interferometric wide swath mode: 20 m, extra-wide swath mode: 50 m, wave mode: 50 m[Best Resolution: 9m]";"Strip mode: 80 km; Interferometric wide swath mode: 250 km, extra-wide swath mode: 400 km, Wave mode: sampled images of 20 x 20 km at 100 km intervals[Max Swath: 400 km]";"C-Band SAR";"C-Band Synthetic Aperture Radar";"Imaging radar (SAR)";"ESA"
